user_id,item_id,rating
8842281e1d1347389f2ab93d60773d4d,10853,4
8842281e1d1347389f2ab93d60773d4d,11474551,5
8842281e1d1347389f2ab93d60773d4d,122,5
8842281e1d1347389f2ab93d60773d4d,2265,5
8842281e1d1347389f2ab93d60773d4d,32349,4
8842281e1d1347389f2ab93d60773d4d,5572634,5
8842281e1d1347389f2ab93d60773d4d,19816540,5
8842281e1d1347389f2ab93d60773d4d,5494321,4
8842281e1d1347389f2ab93d60773d4d,108905,4
8842281e1d1347389f2ab93d60773d4d,177193,5
8842281e1d1347389f2ab93d60773d4d,3758,5
8842281e1d1347389f2ab93d60773d4d,3750,4
8842281e1d1347389f2ab93d60773d4d,901,5
8842281e1d1347389f2ab93d60773d4d,2256,4
8842281e1d1347389f2ab93d60773d4d,8907702,5
8842281e1d1347389f2ab93d60773d4d,22551730,4
8842281e1d1347389f2ab93d60773d4d,9938498,4
8842281e1d1347389f2ab93d60773d4d,66406,4
8842281e1d1347389f2ab93d60773d4d,28119237,4
8842281e1d1347389f2ab93d60773d4d,1004,5
8842281e1d1347389f2ab93d60773d4d,123715,4
8842281e1d1347389f2ab93d60773d4d,960,4
8842281e1d1347389f2ab93d60773d4d,4248,4
8842281e1d1347389f2ab93d60773d4d,320,4
8842281e1d1347389f2ab93d60773d4d,19494,5
8842281e1d1347389f2ab93d60773d4d,10365,5
8842281e1d1347389f2ab93d60773d4d,857,4
8842281e1d1347389f2ab93d60773d4d,77431,4
8842281e1d1347389f2ab93d60773d4d,77427,4
8842281e1d1347389f2ab93d60773d4d,77432,5
8842281e1d1347389f2ab93d60773d4d,77430,5
8842281e1d1347389f2ab93d60773d4d,29983426,5
8842281e1d1347389f2ab93d60773d4d,19404862,4
8842281e1d1347389f2ab93d60773d4d,7685831,5
8842281e1d1347389f2ab93d60773d4d,76620,5
8842281e1d1347389f2ab93d60773d4d,85009,4
8842281e1d1347389f2ab93d60773d4d,2767052,5
8842281e1d1347389f2ab93d60773d4d,918095,4
8842281e1d1347389f2ab93d60773d4d,760025,5
8842281e1d1347389f2ab93d60773d4d,4099,5
8842281e1d1347389f2ab93d60773d4d,21792828,5
8842281e1d1347389f2ab93d60773d4d,13526165,5
8842281e1d1347389f2ab93d60773d4d,5064,5
8842281e1d1347389f2ab93d60773d4d,8545079,5
8842281e1d1347389f2ab93d60773d4d,16008171,5
8842281e1d1347389f2ab93d60773d4d,7315573,4
8842281e1d1347389f2ab93d60773d4d,835,4
8842281e1d1347389f2ab93d60773d4d,1633,4
8842281e1d1347389f2ab93d60773d4d,5544,5
8842281e1d1347389f2ab93d60773d4d,178186,5
8842281e1d1347389f2ab93d60773d4d,6644782,4
8842281e1d1347389f2ab93d60773d4d,40955,5
8842281e1d1347389f2ab93d60773d4d,1903879,4
8842281e1d1347389f2ab93d60773d4d,41643,4
8842281e1d1347389f2ab93d60773d4d,9418327,4
8842281e1d1347389f2ab93d60773d4d,18914012,4
8842281e1d1347389f2ab93d60773d4d,2748,4
8842281e1d1347389f2ab93d60773d4d,897461,5
8842281e1d1347389f2ab93d60773d4d,18659415,4
8842281e1d1347389f2ab93d60773d4d,18245960,5
8842281e1d1347389f2ab93d60773d4d,2052,5
8842281e1d1347389f2ab93d60773d4d,17451257,5
8842281e1d1347389f2ab93d60773d4d,98233,5
8842281e1d1347389f2ab93d60773d4d,6954929,5
8842281e1d1347389f2ab93d60773d4d,22816087,5
8842281e1d1347389f2ab93d60773d4d,10552338,5
8842281e1d1347389f2ab93d60773d4d,6563914,5
8842281e1d1347389f2ab93d60773d4d,816,5
8842281e1d1347389f2ab93d60773d4d,830,4
8842281e1d1347389f2ab93d60773d4d,40958,4
8842281e1d1347389f2ab93d60773d4d,19398490,4
8842281e1d1347389f2ab93d60773d4d,10294362,5
8842281e1d1347389f2ab93d60773d4d,3977,4
8842281e1d1347389f2ab93d60773d4d,77566,5
8842281e1d1347389f2ab93d60773d4d,912,4
8842281e1d1347389f2ab93d60773d4d,25884323,4
8842281e1d1347389f2ab93d60773d4d,3876,5
8842281e1d1347389f2ab93d60773d4d,4648,4
8842281e1d1347389f2ab93d60773d4d,6390320,5
8842281e1d1347389f2ab93d60773d4d,18646,5
8842281e1d1347389f2ab93d60773d4d,43944,4
8842281e1d1347389f2ab93d60773d4d,8191070,5
8842281e1d1347389f2ab93d60773d4d,16064871,5
8842281e1d1347389f2ab93d60773d4d,5358,4
8842281e1d1347389f2ab93d60773d4d,7112495,4
8842281e1d1347389f2ab93d60773d4d,3228917,4
8842281e1d1347389f2ab93d60773d4d,2612,4
8842281e1d1347389f2ab93d60773d4d,2140,4
8842281e1d1347389f2ab93d60773d4d,116187,4
8842281e1d1347389f2ab93d60773d4d,21,5
8842281e1d1347389f2ab93d60773d4d,210009,5
8842281e1d1347389f2ab93d60773d4d,7518289,5
8842281e1d1347389f2ab93d60773d4d,38840,4
8842281e1d1347389f2ab93d60773d4d,41786,4
8842281e1d1347389f2ab93d60773d4d,17860739,4
8842281e1d1347389f2ab93d60773d4d,595069,5
8842281e1d1347389f2ab93d60773d4d,31139,4
8842281e1d1347389f2ab93d60773d4d,22078596,4
